Molecule ChEMBL ID,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Assay ChEMBL ID,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,IC50_nM,pIC50,Smiles,Molecular_Weight,LogP
CHEMBL5090869,IC50,'=',179.0,nM,6.75,CHEMBL5038453,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5036378,179.0,6.75,Cc1cc(Nc2ncc(-c3cccnc3)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc1OCCN1CCCC1,525.6570000000004,4.153120000000003
CHEMBL4068975,IC50,'=',180.0,nM,6.75,CHEMBL4047622,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4043252,180.0,6.75,NC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NCc1cc(F)ccc1F,411.4370000000001,4.424100000000002
CHEMBL402612,IC50,'=',181.0,nM,6.74,CHEMBL921622,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1145577,181.0,6.74,COc1cc2ncn(-c3cccc(NC4CCNCC4)n3)c2cc1OC,353.42600000000016,2.6016000000000004
CHEMBL4473656,IC50,'=',187.0,nM,6.73,CHEMBL4427852,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4425185,187.0,6.73,Cn1cc(NC(=O)c2cccc(-c3ccnc(NCC4CC4)c3)c2)c(C(N)=O)n1,390.4470000000002,2.6552
CHEMBL4530226,IC50,'=',187.0,nM,6.73,CHEMBL4427852,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4425185,187.0,6.73,COCCNc1cc(-c2cccc(C(=O)Nc3cn(C)nc3C(N)=O)n2)ccn1,395.4230000000001,1.2865999999999995
CHEMBL4114603,IC50,'=',185.0,nM,6.73,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,185.0,6.73,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1cccc(-n2cccc2)n1,421.50500000000017,1.6230999999999998
CHEMBL4112425,IC50,'=',191.0,nM,6.72,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,191.0,6.72,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2C[C@@H]3CN[C@H]2C3)c1-c1nc2ccccc2s1,424.5300000000002,2.0455000000000005
CHEMBL4518357,IC50,'=',190.0,nM,6.72,CHEMBL4427852,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4425185,190.0,6.72,CN(C)[C@H]1CN(C(=O)c2nn(C)cc2NC(=O)c2cccc(-c3ccnc(NCC4CC4)c3)n2)C[C@@H]1O,504.59500000000025,1.6981999999999988
CHEMBL4069890,IC50,'=',190.0,nM,6.72,CHEMBL4026982,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4024763,190.0,6.72,CN(C)[C@H]1CC[C@H](N(C)c2ncnc3[nH]cc(C4CCOCC4)c23)CC1,357.50200000000035,3.1609000000000016
CHEMBL4745378,IC50,'=',190.0,nM,6.72,CHEMBL4689491,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4680358,190.0,6.72,CCNC(=O)c1cnc(Nc2ccc3c(c2)C(C)(C)OC3=O)nc1N[C@H](CO)c1ccccc1,461.52200000000016,3.520900000000002
CHEMBL4106632,IC50,'=',190.0,nM,6.72,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,190.0,6.72,CN(CCO)c1nc(N[C@@H]2CCCNC2)c(-c2nc3ccccc3s2)c(=O)[nH]1,400.50800000000004,1.6389999999999991
CHEMBL4434908,IC50,'=',191.0,nM,6.72,CHEMBL4427852,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4425185,191.0,6.72,Cn1cc(NC(=O)c2cccc(-c3ccnc(NCC4CC4)c3)n2)c(C(=O)N2CC(CN)C2)n1,460.5420000000003,1.9819999999999995
CHEMBL4112779,IC50,'=',196.0,nM,6.71,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,196.0,6.71,O=C1CNC2(CCN(c3nc(N[C@@H]4C[C@H](CO)[C@@H](O)[C@H]4O)c(-c4nc5ccccc5s4)c(=O)[nH]3)CC2)O1,528.5910000000002,0.004000000000000947
CHEMBL4107519,IC50,'=',197.0,nM,6.71,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,197.0,6.71,O=c1[nH]c(N2CCC(c3ccccn3)C2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,520.6150000000002,1.9499999999999997
CHEMBL4750612,IC50,'=',202.0,nM,6.7,CHEMBL4678083,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4673322,202.0,6.7,CCOc1cc(NC(=O)c2cccc(C(F)(F)F)n2)cc2cn(CCC(C)(C)O)nc12,436.4340000000002,4.262100000000004
CHEMBL4109570,IC50,'=',200.0,nM,6.7,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,200.0,6.7,CNC(=O)N1CCC(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,467.5990000000002,2.7293000000000003
CHEMBL4107634,IC50,'=',201.0,nM,6.7,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,201.0,6.7,O=c1[nH]c(N2CCOC(C(F)(F)F)C2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,480.51600000000025,2.9780000000000006
CHEMBL485324,IC50,'=',200.0,nM,6.7,CHEMBL956501,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1150395,200.0,6.7,CN(c1nccc(-c2cnc3ccccn23)n1)C1CCNCC1,308.38900000000007,1.9794999999999998
CHEMBL379787,IC50,'=',200.0,nM,6.7,CHEMBL870864,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1147720,200.0,6.7,O=C(Nc1nc2ccccc2n1CCN1CCOCC1)c1cccc([N+](=O)[O-])c1,395.41900000000015,2.529000000000001
CHEMBL3950081,IC50,'=',199.0,nM,6.7,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,199.0,6.7,O=C(Nc1cc(CO)ccc1N1CCCCC1)c1cnn2cccnc12,351.40999999999997,2.4642
CHEMBL5181489,IC50,'=',206.0,nM,6.69,CHEMBL5105899,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5104140,206.0,6.69,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3ccnc(N4CCCC4)c3)nc3ccsc23)[C@H]2C=C[C@@H]1C2,447.5680000000002,3.5180000000000016
CHEMBL3601194,IC50,'=',204.0,nM,6.69,CHEMBL3603417,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3600286,204.0,6.69,OC[C@H]1C[C@@H](Nc2cc(NC3CCC3)ncc2-c2nc3ccccc3s2)[C@H](O)[C@@H]1O,426.54200000000003,2.8372000000000015
CHEMBL3890971,IC50,'=',203.0,nM,6.69,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,203.0,6.69,NC(=O)c1cnc2c(C(=O)Nc3cc(Cl)ccc3O[C@H]3CC[C@@H](O)CC3)cnn2c1,429.86400000000026,2.4162
CHEMBL255935,IC50,'=',208.0,nM,6.68,CHEMBL921622,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1145577,208.0,6.68,COc1ccc2c(c1)ncn2-c1cccc(NC2CCNCC2)n1,323.40000000000015,2.593
CHEMBL4290202,IC50,'=',208.93,nM,6.68,CHEMBL4266468,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4265877,208.93,6.68,CNC(=O)C[C@@H](C)c1ccn2ncnc(N[C@H]3CC[C@H](N4CCN(C(=O)OC)CC4)CC3)c12,457.57900000000046,2.076
CHEMBL5271049,IC50,'=',211.0,nM,6.68,CHEMBL5246637,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5244269,211.0,6.68,Cn1cc(Nc2nc(N[C@@H]3CCOC3)c3nc(CC#N)ccc3n2)cn1,350.386,1.7687799999999996
CHEMBL4110934,IC50,'=',210.0,nM,6.68,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,210.0,6.68,CC(C)S(=O)(=O)N1CCC(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,516.6930000000002,3.1281000000000008
CHEMBL4569508,IC50,'=',210.0,nM,6.68,CHEMBL4479732,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4477252,210.0,6.68,O=C(NCC(F)(F)F)c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)cs1,529.5880000000004,5.2816000000000045
CHEMBL4112994,IC50,'=',213.5,nM,6.67,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,213.5,6.67,Cc1cccc(-c2c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)nc(N3CCOCC3)[nH]c2=O)n1,417.4660000000003,-0.5085799999999998
CHEMBL255098,IC50,'=',216.0,nM,6.67,CHEMBL921622,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1145577,216.0,6.67,c1ccn2c(-c3ccnc(NC4CCNCC4)n3)cnc2c1,294.36199999999997,1.9551999999999996
CHEMBL4534461,IC50,'=',212.0,nM,6.67,CHEMBL4427852,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4425185,212.0,6.67,Cn1cc(NC(=O)c2cccc(-c3cccnc3)n2)c(C(N)=O)n1,322.3280000000001,1.2282999999999997
CHEMBL3586497,IC50,'=',220.0,nM,6.66,CHEMBL3588639,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3585289,220.0,6.66,Cc1ccc(-n2nc(C3CCN(C(N)=O)CC3)cc2NC(=O)c2cnn3cccnc23)cc1,444.4990000000001,2.7338200000000006
CHEMBL3958762,IC50,'=',218.0,nM,6.66,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,218.0,6.66,O=C(Nc1cc(Cl)ccc1-c1ccc(CO)cc1)c1cnn2cccnc12,378.8190000000001,3.7943000000000016
CHEMBL4108414,IC50,'=',220.0,nM,6.66,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,220.0,6.66,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1ncc(F)cn1,375.40800000000013,0.3665000000000003
CHEMBL4778959,IC50,'=',220.0,nM,6.66,CHEMBL4689491,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4680358,220.0,6.66,CN1CCC(c2noc(-c3cnc(Nc4ccc5c(c4)C(C)(C)OC5=O)nc3N[C@H](CO)c3ccccc3)n2)CC1,555.6390000000001,4.630400000000003
CHEMBL402295,IC50,'=',225.0,nM,6.65,CHEMBL921622,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1145577,225.0,6.65,c1cc(NC2C[C@H]3CC[C@@H](C2)N3)nc(-c2cnc3ccccn23)c1,319.41200000000003,3.0912000000000015
CHEMBL4114067,IC50,'=',226.0,nM,6.65,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,226.0,6.65,O=c1[nH]c(N2CCN(Cc3nccs3)CC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,555.6860000000003,1.3398000000000008
CHEMBL3926826,IC50,'=',231.0,nM,6.64,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,231.0,6.64,COc1cc2[nH]ncc2cc1NC(=O)c1cnn2cccnc12,308.30100000000004,1.8664999999999996
CHEMBL4524886,IC50,'=',230.0,nM,6.64,CHEMBL4359943,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4359811,230.0,6.64,CN1CCC2(CC1)Cc1cc(NC(=O)c3cnn4cccnc34)c(N3CCOCC3)cc1O2,448.5270000000003,2.2174999999999994
CHEMBL3982860,IC50,'=',230.0,nM,6.64,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,230.0,6.64,NC1CCCCC1Nc1nc(N2CCOCC2)[nH]c(=O)c1-c1nc2ccccc2s1,426.5460000000001,2.5650000000000013
CHEMBL4284323,IC50,'=',234.42,nM,6.63,CHEMBL4266468,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4265877,234.42,6.63,Cc1ccn2ncnc(N[C@H]3CC[C@H](N(C)C)CC3)c12,273.384,2.32242
CHEMBL3746678,IC50,'=',234.0,nM,6.63,CHEMBL3748848,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3745656,234.0,6.63,CCc1cc2c(cc1-c1cnn(CCCN(C)C)c1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,465.6010000000002,5.287480000000005
CHEMBL2018064,IC50,'=',240.0,nM,6.62,CHEMBL3407004,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3400143,240.0,6.62,Nc1ncc(-c2nc3ccccc3s2)c(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)n1,373.4380000000001,0.8499999999999999
CHEMBL4115340,IC50,'=',240.0,nM,6.62,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,240.0,6.62,NC1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,425.5620000000001,2.138
CHEMBL2018068,IC50,'=',240.0,nM,6.62,CHEMBL3407004,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3400143,240.0,6.62,CCCNc1nc(C)c(-c2nc3ccccc3s2)c(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)n1,429.54600000000016,2.39812
CHEMBL3949920,IC50,'=',244.0,nM,6.61,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,244.0,6.61,O=c1[nH]c(N2CCOCC2)nc(NC2CCCNC2)c1-c1nc2ccccc2s1,412.5190000000002,2.0471000000000004
CHEMBL4106733,IC50,'=',250.0,nM,6.6,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,250.0,6.6,O=C(O)C1CN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CCO1,456.5280000000002,1.5002999999999995
CHEMBL3902377,IC50,'=',251.0,nM,6.6,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,251.0,6.6,NC1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cccnc23)CC1,370.8440000000001,2.5625
CHEMBL4460055,IC50,'=',250.0,nM,6.6,CHEMBL4359943,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4359811,250.0,6.6,O=C(Nc1cc2[nH]c(N3CCOCC3)nc2cc1N1CCC(CO)CC1)c1cnn2cccnc12,476.5410000000002,1.9031999999999993
CHEMBL4113079,IC50,'=',250.0,nM,6.6,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,250.0,6.6,CN(c1nc(N[C@@H]2CCCNC2)c(-c2nc3ccccc3s2)c(=O)[nH]1)[C@H](CO)c1ccccc1,476.60600000000017,3.380300000000002
CHEMBL3939338,IC50,'=',254.0,nM,6.59,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,254.0,6.59,COc1cnc2c(C(=O)Nc3cc(Cl)ccc3N3CCC(CN)CC3)cnn2c1,414.8970000000003,2.8187000000000006
CHEMBL3911370,IC50,'=',255.0,nM,6.59,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,255.0,6.59,COc1cc2cc(C)[nH]c2cc1NC(=O)c1cnn2cccnc12,321.34000000000003,2.7799200000000006
CHEMBL4107488,IC50,'=',258.0,nM,6.59,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,258.0,6.59,O=C1CCCN1c1cccc(-c2c(N[C@@H]3CCCNC3)nc(N3CCOCC3)[nH]c2=O)n1,439.52000000000027,0.9592000000000003
CHEMBL3898529,IC50,'=',255.0,nM,6.59,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,255.0,6.59,O=c1[nH]c(N2CCOCC2)nc(N[C@H]2CCCNC2)c1-c1nc2ccccc2s1,412.5190000000002,2.0471000000000004
CHEMBL3622522,IC50,'=',258.0,nM,6.59,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,258.0,6.59,NC1CCCC(Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2nc3ccccc3s2)C1,426.54600000000016,2.5650000000000013
CHEMBL256735,IC50,'=',263.0,nM,6.58,CHEMBL921622,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1145577,263.0,6.58,O=C(c1ccc2ncc(-c3cccc(NC4CCNCC4)n3)n2c1)N1CCOCC1,406.4900000000003,2.0325999999999995
CHEMBL4107847,IC50,'=',260.0,nM,6.58,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,260.0,6.58,O=c1[nH]c(C2CCN(c3ncccn3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,488.62100000000027,3.384500000000001
CHEMBL4798892,IC50,'=',260.0,nM,6.58,CHEMBL5029479,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5029152,260.0,6.58,COc1cc(N2CCC(OCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCc3ccc(-c4scnc4C)cc3)C(C)(C)C)CC2)ccc1NC(=O)c1cccc(-c2ccn[nH]2)n1,864.0419999999997,4.959020000000004
CHEMBL4466893,IC50,'=',261.0,nM,6.58,CHEMBL4427852,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4425185,261.0,6.58,CN1CCCC(CNC(=O)c2nn(C)cc2NC(=O)c2cccc(-c3ccnc(NCC4CC4)c3)n2)C1,502.62300000000033,3.022900000000001
CHEMBL4106530,IC50,'=',270.0,nM,6.57,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,270.0,6.57,COC(=O)N1CCC(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,468.5830000000002,3.1563000000000017
CHEMBL3933655,IC50,'=',271.0,nM,6.57,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,271.0,6.57,COc1cc2ncccc2cc1NC(=O)c1csc2cnc(NCC(C)C)nc12,407.49900000000014,4.568300000000003
CHEMBL4075333,IC50,'=',270.0,nM,6.57,CHEMBL4026982,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4024763,270.0,6.57,CN(C)[C@H]1CC[C@H](Nc2ncnc3[nH]cc(C4CCCO4)c23)CC1,329.4480000000002,3.094100000000001
CHEMBL4583622,IC50,'=',279.0,nM,6.55,CHEMBL4323523,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4321825,279.0,6.55,COC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnc4ccc(C)nc34)CC2)CC1,384.48400000000026,2.44032
CHEMBL4108856,IC50,'=',284.0,nM,6.55,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,284.0,6.55,O=c1[nH]c(Nc2ccc(F)cc2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,483.5250000000002,2.4438000000000004
CHEMBL4111300,IC50,'=',280.0,nM,6.55,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,280.0,6.55,CC1CCCCN1c1nc(N[C@@H]2CCCNC2)c(-c2nc3ccccc3s2)c(=O)[nH]1,424.5740000000001,3.5893000000000015
CHEMBL3586500,IC50,'=',280.0,nM,6.55,CHEMBL3588639,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3585289,280.0,6.55,CS(=O)(=O)N1CCC(c2cc(NC(=O)c3cnn4cccnc34)n(-c3ccccc3)n2)CC1,465.5390000000002,2.3063000000000002
CHEMBL3961117,IC50,'=',290.0,nM,6.54,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,290.0,6.54,CC(C)Oc1ccc(Cl)cc1NC(=O)c1csc2cncnc12,347.82700000000006,4.3842000000000025
CHEMBL4535152,IC50,'=',285.0,nM,6.54,CHEMBL4427852,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4425185,285.0,6.54,Cn1cc(NC(=O)c2ccnc(-c3ccnc(NCC4CC4)c3)n2)c(C(N)=O)n1,392.4230000000002,1.4451999999999996
CHEMBL4111327,IC50,'=',296.4,nM,6.53,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,296.4,6.53,Cc1cccc(-c2c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)nc(N3CCCCC3)[nH]c2=O)n1,415.4940000000003,0.6451199999999997
CHEMBL4115548,IC50,'=',300.0,nM,6.52,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,300.0,6.52,CC1CN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC(C)O1,440.5730000000001,2.8241000000000014
CHEMBL3931358,IC50,'=',300.0,nM,6.52,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,300.0,6.52,O=c1[nH]c(N2CCOCC2)nc(NC2CNC2)c1-c1nc2ccccc2s1,384.4650000000001,1.2669000000000006
CHEMBL3975532,IC50,'=',300.0,nM,6.52,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,300.0,6.52,O=C(Nc1ccc2ncccc2c1)c1csc2cnc(NCCO)nc12,365.4180000000001,2.8960000000000012
CHEMBL3971772,IC50,'=',300.0,nM,6.52,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,300.0,6.52,N=C(N)CNc1nc(N2CCOCC2)[nH]c(=O)c1-c1nc2ccccc2s1,385.45300000000003,1.2310700000000003
CHEMBL4090409,IC50,'=',300.0,nM,6.52,CHEMBL4022135,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4020773,300.0,6.52,CN(C)[C@H]1CC[C@H](Nc2ncnc3cc(F)c(F)cc23)CC1,306.36000000000007,3.192700000000001
CHEMBL3403457,IC50,'=',300.0,nM,6.52,CHEMBL3407004,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3400143,300.0,6.52,Cc1cc(Nc2ncc(-c3nc4ccncc4s3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)cc(C)n1,479.5660000000002,2.418239999999999
CHEMBL3901226,IC50,'=',301.0,nM,6.52,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,301.0,6.52,COc1cnc2c(C(=O)Nc3cc(Cl)ccc3OC3CCC(O)CC3)cnn2c1,416.86500000000024,3.3259000000000007
CHEMBL4111977,IC50,'=',310.0,nM,6.51,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,310.0,6.51,CN(Cc1ccccc1)c1nc(N[C@@H]2CCCNC2)c(-c2nc3ccccc3s2)c(=O)[nH]1,446.5800000000001,3.8469000000000015
CHEMBL4746921,IC50,'=',309.0,nM,6.51,CHEMBL4678083,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4673322,309.0,6.51,CC(C)(O)CCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)cc(F)c2n1,410.3710000000001,4.002500000000002
